dis_along_flowline,area,mean_elevation,slope,consensus_ice_thickness,millan_ice_thickness,millan_v,hugonnet_dhdt,bin_elevation,dx,width
3235.9112242582896,1570000.0,3074.4658203125,0.27550652623176575,109.92761408320645,175.80403636485065,76.19436010434393,-1.095596432685852,3075.0,106.12123434055138,14794.40010056561
3352.7457664751837,1600000.0,3043.9228515625,0.23100702464580536,119.38978878160209,183.90994074226325,75.32092255322621,-1.2241770029067993,3045.0,127.54785009323652,12544.311792244338
3472.944738296185,1320000.0,3014.33056640625,0.25982987880706787,124.99193382027838,204.4758755684379,80.37616840079187,-1.2857303619384766,3015.0,112.85009354876615,11696.93314812881
3632.3986339186417,1580000.0,2984.244140625,0.14457450807094574,147.8372668643987,252.46896870185483,85.19679674859925,-1.48582923412323,2985.0,206.05769769614744,7667.755282454272
3881.615343033883,1590000.0,2954.165771484375,0.1022498607635498,173.0154648365652,277.69000023912497,82.59185747007264,-1.5774115324020386,2955.0,292.37572053433524,5438.208060143208
4167.368924219312,1320000.0,2924.726318359375,0.10706526786088943,186.43487476439458,299.88902383515824,85.083721081944,-1.723318099975586,2925.0,279.13144183652304,4728.954901372505
4525.760892098683,1550000.0,2895.331787109375,0.06844047456979752,226.50006831043018,365.59597630954806,81.03784937741149,-1.846176028251648,2895.0,437.65249392221887,3541.622683579341
4912.270618357458,1210000.0,2866.208740234375,0.08921678364276886,207.25663471834986,351.68297308581094,101.75645901085623,-1.8416599035263062,2865.0,335.36695859533177,3607.9881126871483
5212.4379450037495,1080000.0,2834.2421875,0.11274123936891556,199.73219339674114,345.30957534596376,102.24097635115147,-1.971887469291687,2835.0,264.96769469725155,4075.9685864119897
5520.101430922137,1240000.0,2803.70458984375,0.08541803807020187,229.517046270091,408.9292874482397,91.94054211523225,-2.0863301753997803,2805.0,350.3592771395244,3539.224107675596
5938.511236093344,1690000.0,2774.546142578125,0.0615919791162014,263.8339426973847,515.8204606664957,91.36946846433894,-2.1861159801483154,2775.0,486.4603332028898,3474.0756535541523
6420.798113608287,1710000.0,2745.937255859375,0.0626644641160965,308.3383891906621,544.7893340158204,80.62900408937121,-2.213299036026001,2745.0,478.1134218269966,3576.557197381412
6893.702042946358,1700000.0,2714.158447265625,0.06405668705701828,353.82980142918024,650.2047070726492,77.0046427847827,-2.276128053665161,2715.0,467.6944368491459,3634.851873485791
7452.239955033699,1380000.0,2687.546875,0.04616498947143555,401.84525871552927,757.1777764814758,105.48773980461579,-2.3200204372406006,2685.0,649.3813873255356,2125.099405271689
7990.3771053625605,570000.0,2655.693359375,0.07015988975763321,366.58317828638144,704.8394785701963,176.04104996363697,-2.430415153503418,2655.0,426.8929133321879,1335.229473712188
8385.823208828257,510000.0,2625.623779296875,0.08223188668489456,324.0162742112832,657.6469912997717,197.69798166578704,-2.5509963035583496,2625.0,363.99929359920236,1401.1016201629177
8735.80752033335,460000.0,2594.526611328125,0.08905766904354095,310.762249714497,666.2270506593203,209.5456533370604,-2.69671368598938,2595.0,335.969329410984,1369.1725991966723
9120.601979318844,650000.0,2566.50439453125,0.06907499581575394,301.2435894599142,629.4284051508943,171.38099429693779,-2.622532606124878,2565.0,433.61958856000325,1499.0097706576614
9486.275724259567,390000.0,2535.137451171875,0.10042418539524078,305.2437598227256,647.3734265449277,184.70618270218688,-2.743126392364502,2535.0,297.72790132144365,1309.9208984747931
9805.577095847817,560000.0,2503.856689453125,0.08778266608715057,308.59867341143746,652.8945733319088,162.67320072772566,-2.6711745262145996,2505.0,340.8748418550571,1642.8317119340734
10221.115678879663,880000.0,2473.038330078125,0.06112298741936684,348.56230753150084,687.098427468979,134.06015260462166,-2.763104200363159,2475.0,490.2023242086373,1795.177126955969
10744.99784292973,960000.0,2446.18603515625,0.053753841668367386,378.138771095331,724.7111142656007,120.90039582278345,-2.8650829792022705,2445.0,557.5620038914941,1721.7816015074504
11250.656285918127,1130000.0,2415.560791015625,0.06601890921592712,355.2250519545854,622.2684360049551,98.77071293101957,-3.0919322967529297,2415.0,453.75488208529947,2490.331332209393
11678.175641406837,850000.0,2386.58349609375,0.07462123781442642,329.58697982477133,602.7708956043048,105.51831586542917,-3.2128429412841797,2385.0,401.2838288921223,2118.2014793536737
12055.046761036696,760000.0,2355.59130859375,0.0849117636680603,316.8794941401965,652.2461643079237,106.71293291653123,-3.3193774223327637,2355.0,352.45841036759646,2156.28277732785
12433.984410561488,820000.0,2325.541015625,0.07386328279972076,317.34335551357503,659.1019965037185,110.15655749841818,-3.2545087337493896,2325.0,405.41688868199003,2022.6093754155613
12825.515035609871,670000.0,2294.55029296875,0.07927334308624268,299.4100201845098,595.1430827030368,109.30126986058568,-2.7329206466674805,2295.0,377.64436141477404,1774.1559743933954
13212.863495999594,700000.0,2264.1943359375,0.07541345804929733,267.83603792296276,564.5195982307413,107.99190439219959,-3.094825267791748,2265.0,397.05255936467233,1762.9907766369188
13547.34255733314,490000.0,2235.927978515625,0.10988796502351761,248.7064462145083,531.3576313666046,119.77770704871952,-2.7166292667388916,2235.0,271.90556330241844,1802.0962647793008
13832.820001446858,480000.0,2202.912109375,0.09998339414596558,246.1158864644086,541.7028659851924,110.40951835881329,-2.9413974285125732,2205.0,299.04932492501604,1605.0863853993174
14141.4763924862,710000.0,2173.956787109375,0.09398382902145386,244.75487099820975,533.9934564092023,91.22541846291107,-2.9624338150024414,2175.0,318.263457153666,2230.8561791848856
14447.725890336653,700000.0,2146.782958984375,0.10160800814628601,229.6796971738705,479.7278168009199,69.35040331993902,-3.324737548828125,2145.0,294.2355385472381,2379.0464043065226
14727.248058290308,490000.0,2112.615966796875,0.11280831694602966,223.53341176309672,525.0167097023284,84.2191991778852,-3.261500358581543,2115.0,264.8087973600737,1850.3916972732693
15026.309015217395,630000.0,2084.809814453125,0.0897635892033577,240.73685746308553,543.847271096388,67.72114989712212,-3.652099370956421,2085.0,333.31311649410196,1890.1146364312008
15372.893526223486,410000.0,2057.152587890625,0.08317437022924423,240.92445519938798,530.7280490530954,79.1463951383452,-3.974071979522705,2055.0,359.85590551807877,1139.3449258800674
15675.73791746186,270000.0,2024.84130859375,0.12143369019031525,198.69944341569436,395.50438808758224,77.98534120275082,-3.9274280071258545,2025.0,245.83287695866713,1098.3071236862927
15902.25989053542,210000.0,1995.80078125,0.14378085732460022,180.2745042467095,379.1122280039925,81.69501847903578,-3.8027827739715576,1995.0,207.211069188456,1013.4593717529998
16136.28177387794,220000.0,1964.67919921875,0.11451306939125061,179.07114420711014,365.32102076064166,72.60609948934622,-4.261325836181641,1965.0,260.83269749658024,843.4525353282612
16400.423977792572,270000.0,1934.0782470703125,0.11170285940170288,160.59890841014547,299.4384664230847,56.22138190849789,-4.5532307624816895,1935.0,267.45171033268707,1009.5280365346816
16650.94728902078,240000.0,1905.0386962890625,0.12772828340530396,160.74359392810317,292.41047679638024,48.99034266311099,-5.047116756439209,1905.0,233.59491212372754,1027.4196377739593
16865.73348014314,190000.0,1874.476806640625,0.15189965069293976,150.50385869377996,271.7710322233924,39.75003120707363,-5.101301193237305,1875.0,195.97747012098895,969.4991974470397
17074.148468820236,270000.0,1847.2845458984375,0.13501091301441193,137.27542265043894,211.47049057202582,22.641169068727407,-5.181034564971924,1845.0,220.85250723320328,1222.5353625480952
17268.234093172334,190000.0,1816.2008056640625,0.17741337418556213,139.46512209104546,159.38534773468115,15.247698056286866,-5.262063503265381,1815.0,167.31874147099478,1135.5571906028058
17440.891807966305,140000.0,1788.2071533203125,0.16697321832180023,120.55722568790219,112.35435299156116,15.531041530143728,-4.526232719421387,1785.0,177.99668811694508,786.5314882039772
17593.281099645395,120000.0,1757.3101806640625,0.2323531061410904,119.44434183667832,134.15152259188298,29.8081004307472,-3.863370656967163,1755.0,126.78189524123421,946.5073839736347
17733.33630833581,110000.0,1725.6663818359375,0.19321739673614502,96.13943253033854,81.65940189841886,11.93879675314666,-4.672806739807129,1725.0,153.32852213959342,717.4138148925335
17888.84958986755,60000.0,1696.6817626953125,0.18799066543579102,82.83328397196732,43.14240455051678,3.5783041216185407,-4.749241352081299,1695.0,157.69804092388955,380.47397195605015
18039.237921086904,60000.0,1666.85205078125,0.20668083429336548,46.86442372445895,26.624637682218637,2.4905109028169687,-2.5059826374053955,1665.0,143.07862151481842,419.34986069030515
18218.901625983264,10000.0,1640.0650634765625,0.13784925639629364,41.12311187159039,24.111662273974108,1.404590460628182,-0.7022668719291687,1635.0,216.24878827790326,46.24303368187622
