Period       F_m      r_ice    r_snow  dT/dz     dP/dz  C_prec 
             (10^-3)  (10^-5)  (10^-5)
1880  1926    2.026    2.4432   1.8336   -0.00552    0.00035   25.0
1926  1957    1.829    2.1960   1.6464   -0.00552    0.00035   25.0
1957  1980    1.787    2.1456   1.6080   -0.00552    0.00035   25.0
1980  1999    1.668    2.0016   1.5024   -0.00552    0.00035   25.0
1999  2017    2.31154  2.774156 2.082234 -0.00552    0.00035   25.0
2017  2200    1.9513   2.34182  1.75773  -0.00552    0.00035   25.0
